"","name","wikitag","party","voteshare","legperiod","nsdap.membership"
"326","Otto Pannenbecker","/wiki/Otto_Pannenbecker","Zentrum",NA,1,0
"327","Sepp Parzinger","/wiki/Sepp_Parzinger","BP","33,6",1,0
"328","Wilhelm Paschek","/wiki/Wilhelm_Paschek","WAV",NA,1,0
"329","Ernst Paul","/wiki/Ernst_Paul","SPD",NA,1,0
"330","Hugo Paul","/wiki/Hugo_Paul_(Politiker,_1905)","KPD",NA,1,0
"331","Georg Pelster","/wiki/Georg_Pelster","CDU","36,9",1,0
"332","Georg Peters","/wiki/Georg_Peters_(Politiker,_1908)","SPD","35,5",1,0
"333","Franz Pfender","/wiki/Franz_Pfender","CDU",NA,1,0
"334","Robert Pferdmenges","/wiki/Robert_Pferdmenges","CDU",NA,1,0
"335","Karl Georg Pfleiderer","/wiki/Karl_Georg_Pfleiderer","FDP","40,3",1,0
"336","Kurt Pohle","/wiki/Kurt_Pohle","SPD",NA,1,0
"337","Bernard Povel","/wiki/Bernard_Povel","CDU","50,5",1,0
"338","Ludwig Preiß","/wiki/Ludwig_Prei%C3%9F_(Politiker)","FDP","36,2",1,0
"339","Ludwig Preller","/wiki/Ludwig_Preller_(Politiker)","SPD",NA,1,0
"340","Victor-Emanuel Preusker","/wiki/Victor-Emanuel_Preusker","FDP","36,4",1,1
"341","Moritz-Ernst Priebe","/wiki/Moritz-Ernst_Priebe","SPD","36,0",1,0
"342","Maria Probst","/wiki/Maria_Probst","CSU","54,0",1,0
"343","Hermann Pünder","/wiki/Hermann_P%C3%BCnder_(Politiker)","CDU","44,9",1,0
"344","Willy Max Rademacher","/wiki/Willy_Max_Rademacher","FDP","38,7",1,0
"345","Bernhard Raestrup","/wiki/Bernhard_Raestrup","CDU","41,7",1,0
"346","Wilhelm Rahn","/wiki/Wilhelm_Rahn_(Politiker,_1900)","BP",NA,1,0
"347","Wilhelm Rath","/wiki/Wilhelm_Rath","FDP",NA,1,0
"348","Hans Albrecht Freiherr von Rechenberg","/wiki/Hans_Albrecht_Freiherr_von_Rechenberg","FDP",NA,1,0
"349","Luise Rehling","/wiki/Luise_Rehling","CDU","32,4",1,0
"350","Hans Reif","/wiki/Hans_Reif","FDP",NA,1,0
"351","Max Reimann","/wiki/Max_Reimann","KPD",NA,1,0
"352","Otto Reindl","/wiki/Otto_Reindl","WAV",NA,1,0
"353","Bernhard Reismann","/wiki/Bernhard_Reismann","Zentrum",NA,1,0
"354","Richard Reitzner","/wiki/Richard_Reitzner","SPD",NA,1,0
"355","Heinz Renner","/wiki/Heinz_Renner","KPD",NA,1,0
"356","Hans Revenstorff","/wiki/Hans_Revenstorff","FDP",NA,1,0
"357","Gerhard Ribbeheger","/wiki/Gerhard_Ribbeheger","Zentrum",NA,1,0
"358","Franz Richter – Fritz Rößler alias „Dr. Franz Richter“","/wiki/Fritz_R%C3%B6%C3%9Fler","DKP-DRP",NA,1,0
"359","Willi Richter","/wiki/Willi_Richter","SPD",NA,1,0
"360","Friedrich Rische","/wiki/Friedrich_Rische","KPD",NA,1,0
"361","Heinrich Georg Ritzel","/wiki/Heinrich_Georg_Ritzel","SPD","36,6",1,0
"362","Julie Rösch","/wiki/Julie_R%C3%B6sch","CDU",NA,1,0
"363","Ernst Roth","/wiki/Ernst_Roth_(Politiker,_1901)","SPD","39,4",1,0
"364","Karl Rüdiger","/wiki/Karl_R%C3%BCdiger_(Politiker)","FDP","35,2",1,0
"365","Heinrich-Wilhelm Ruhnke","/wiki/Heinrich-Wilhelm_Ruhnke","SPD","31,1",1,0
"366","Oskar Rümmele","/wiki/Oskar_R%C3%BCmmele","CDU","49,5",1,0
"367","Hermann Runge","/wiki/Hermann_Runge","SPD","25,0",1,0
"368","Anton Sabel","/wiki/Anton_Sabel","CDU","43,0",1,0
"369","Gustav Sander","/wiki/Gustav_Sander","SPD","36,6",1,0
"370","Walter Sassnick","/wiki/Walter_Sassnick","SPD","39,6",1,0
"371","Hermann Schäfer","/wiki/Hermann_Sch%C3%A4fer_(Politiker,_1892)","FDP",NA,1,0
"372","Fritz Schäffer","/wiki/Fritz_Sch%C3%A4ffer","CSU","33,0",1,0
"373","Marta Schanzenbach","/wiki/Marta_Schanzenbach","SPD",NA,1,0
"374","Hugo Scharnberg","/wiki/Hugo_Scharnberg","CDU","41,3",1,0
"375","Josef Schatz","/wiki/Josef_Schatz_(Politiker,_1905)","CSU","33,5",1,0
"376","Ernst Schellenberg","/wiki/Ernst_Schellenberg_(Politiker)","SPD",NA,1,0
"377","Lambert Schill","/wiki/Lambert_Schill","CDU","41,3",1,0
"378","Hans Schlange-Schöningen","/wiki/Hans_Schlange-Sch%C3%B6ningen","CDU",NA,1,0
"379","Carlo Schmid","/wiki/Carlo_Schmid","SPD","38,3",1,0
"380","Martin Schmidt","/wiki/Martin_Schmidt_(Politiker,_1914)","SPD","30,4",1,0
"381","Wilhelm Schmidt","/wiki/Wilhelm_Schmidt_(Politiker,_1888)","WAV",NA,1,0
"382","Joseph Schmitt","/wiki/Joseph_Schmitt_(Politiker)","CDU","39,3",1,0
"383","Hans Schmitz","/wiki/Hans_Schmitz_(Politiker)","CDU","37,4",1,0
"384","Kurt Schmücker","/wiki/Kurt_Schm%C3%BCcker","CDU",NA,1,0
"385","Ludwig Schneider","/wiki/Ludwig_Schneider_(Politiker,_1898)","FDP","39,5",1,0
"386","Erwin Schoettle","/wiki/Erwin_Schoettle","SPD","33,1",1,0
"387","Friedrich Schönauer","/wiki/Friedrich_Sch%C3%B6nauer","SPD","27,6",1,0
"388","Joachim Schöne","/wiki/Joachim_Sch%C3%B6ne","SPD","34,3",1,0
"389","Gerhard Schröder","/wiki/Gerhard_Schr%C3%B6der_(Politiker,_1910)","CDU","34,1",1,1
"390","Louise Schroeder","/wiki/Louise_Schroeder","SPD",NA,1,0
"391","Carl Schröter","/wiki/Carl_Schr%C3%B6ter_(Politiker)","CDU","31,0",1,0
"392","Richard Schröter","/wiki/Richard_Schr%C3%B6ter_(Politiker)","SPD",NA,1,0
"393","Fritz Schuler","/wiki/Fritz_Schuler_(Politiker,_1885)","CDU","46,6",1,0
"394","Hubert Schulze Pellengahr","/wiki/Hubert_Schulze_Pellengahr","CDU","41,4",1,0
"395","Kurt Schumacher","/wiki/Kurt_Schumacher","SPD","55,1",1,0
"396","Johann Schuster","/wiki/Johann_Schuster_(Politiker,_1912)","WAV",NA,1,0
"397","Josef Schüttler","/wiki/Josef_Sch%C3%BCttler","CDU","50,5",1,0
"398","Hans Schütz","/wiki/Hans_Sch%C3%BCtz_(Politiker)","CSU","35,5",1,1
"399","Hans-Christoph Seebohm","/wiki/Hans-Christoph_Seebohm","DP",NA,1,0
"400","Gebhard Seelos","/wiki/Gebhard_Seelos","BP",NA,1,0
"401","Johann Segitz","/wiki/Johann_Segitz","SPD",NA,1,0
"402","Johannes Semler","/wiki/Johannes_Semler_(Politiker,_1898)","CSU",NA,1,0
"403","Günther Serres","/wiki/G%C3%BCnther_Serres","CDU","35,0",1,0
"404","Walter Seuffert","/wiki/Walter_Seuffert","SPD","23,9",1,0
"405","Günther Sewald","/wiki/G%C3%BCnther_Sewald","CDU",NA,1,0
"406","Theodor Siebel","/wiki/Theodor_Siebel","CDU","38,0",1,0
"407","Max Solleder","/wiki/Max_Solleder","CSU","33,9",1,0
"408","Josef Spies","/wiki/Josef_Spies","CSU","31,3",1,0
"409","Karl Graf von Spreti","/wiki/Karl_Graf_von_Spreti","CSU","43,5",1,0
"410","Willy Stahl","/wiki/Willy_Stahl","FDP",NA,1,0
"411","Robert Stauch","/wiki/Robert_Stauch","CDU","53,7",1,0
"412","Paul Stech","/wiki/Paul_Stech","SPD","39,4",1,0
"413","Artur Stegner","/wiki/Artur_Stegner","FDP",NA,1,1
"414","Viktoria Steinbiß","/wiki/Viktoria_Steinbi%C3%9F","CDU",NA,1,0
"415","Willi Steinhörster","/wiki/Willi_Steinh%C3%B6rster","SPD","36,5",1,0
"416","Georg Stierle","/wiki/Georg_Stierle","SPD","40,4",1,0
"417","Hermann Stopperich","/wiki/Hermann_Stopperich","SPD","35,7",1,0
"418","Anton Storch","/wiki/Anton_Storch_(Politiker)","CDU","35,4",1,0
"419","Franz Josef Strauß","/wiki/Franz_Josef_Strau%C3%9F","CSU","28,8",1,0
"420","Otto Striebeck","/wiki/Otto_Striebeck","SPD","34,9",1,0
"421","Käte Strobel","/wiki/K%C3%A4te_Strobel","SPD",NA,1,0
"422","Gertrud Strohbach","/wiki/Gertrud_Leibbrand","KPD",NA,1,0
"423","Detlef Struve","/wiki/Detlef_Struve","CDU","32,7",1,0
"424","Richard Stücklen","/wiki/Richard_St%C3%BCcklen","CSU","42,7",1,1
"425","Otto Suhr","/wiki/Otto_Suhr","SPD",NA,1,0
"426","Johann Temmen","/wiki/Johann_Temmen","SPD","35,1",1,0
"427","Wilhelm Tenhagen","/wiki/Wilhelm_Tenhagen","SPD","35,6",1,0
"428","Adolf von Thadden","/wiki/Adolf_von_Thadden","DKP-DRP",NA,1,1
"429","Grete Thiele","/wiki/Grete_Thiele","KPD",NA,1,0
"430","Hans Tichi","/wiki/Hans_Tichi","WAV",NA,1,0
"431","Robert Tillmanns","/wiki/Robert_Tillmanns","CDU",NA,1,0
"432","Peter Tobaben","/wiki/Peter_Tobaben","DP",NA,1,0
"433","Josef Trischler","/wiki/Josef_Trischler","FDP",NA,1,0
"434","Hermann Troppenz","/wiki/Hermann_Troppenz","SPD","31,3",1,0
"435","Hermann Veit","/wiki/Hermann_Veit","SPD","37,0",1,0
"436","Walter Vesper","/wiki/Walter_Vesper","KPD",NA,1,0
"437","Rudolf Vogel","/wiki/Rudolf_Vogel_(Politiker,_1906)","CDU","52,9",1,0
"438","Ludwig Volkholz","/wiki/Ludwig_Volkholz","BP","35,5",1,0
"439","Axel de Vries","/wiki/Axel_de_Vries","FDP",NA,1,0
"440","Oskar Wacker","/wiki/Oskar_Wacker","CDU","48,9",1,0
"441","Oskar Wackerzapp","/wiki/Oskar_Wackerzapp","CDU",NA,1,0
"442","Friedrich Wilhelm Wagner","/wiki/Friedrich_Wilhelm_Wagner_(Politiker,_1894)","SPD","43,1",1,0
"443","Eduard Wahl","/wiki/Eduard_Wahl","CDU","36,7",1,0
"444","Josef Wallner","/wiki/Josef_Wallner_(Politiker,_1908)","WAV",NA,1,0
"445","Albert Walter","/wiki/Albert_Walter","DP",NA,1,0
"446","Johann Wartner","/wiki/Johann_Wartner","BP","33,8",1,0
"447","Helene Weber","/wiki/Helene_Weber","CDU","53,2",1,0
"448","Karl Weber","/wiki/Karl_Weber_(Politiker,_1898)","CDU","57,5",1,0
"449","Herbert Wehner","/wiki/Herbert_Wehner","SPD","48,0",1,0
"450","Philipp Wehr","/wiki/Philipp_Wehr","SPD",NA,1,0
"451","Stephan Weickert","/wiki/Stephan_Weickert","WAV",NA,1,0
"452","August Weinhold","/wiki/August_Weinhold","SPD",NA,1,0
"453","Franz Weiß","/wiki/Franz_Wei%C3%9F_(Politiker,_1887)","CDU","59,3",1,0
"454","Erwin Welke","/wiki/Erwin_Welke","SPD","36,9",1,0
"455","Hans Wellhausen","/wiki/Hans_Wellhausen","FDP",NA,1,0
"456","Ernst Weltner","/wiki/Ernst_Weltner","SPD","34,5",1,0
"457","Fritz Wenzel","/wiki/Fritz_Wenzel_(Politiker)","SPD","39,5",1,0
"458","Helene Wessel","/wiki/Helene_Wessel","Zentrum",NA,1,0
"459","Eberhard Wildermuth","/wiki/Eberhard_Wildermuth","FDP",NA,1,0
"460","Rudolf Will","/wiki/Rudolf_Will","FDP",NA,1,0
"461","Alex Willenberg","/wiki/Alex_Willenberg","Zentrum",NA,1,0
"462","Bernhard Winkelheide","/wiki/Bernhard_Winkelheide","CDU","38,4",1,0
"463","Ernst Winter","/wiki/Ernst_Winter_(Gewerkschafter)","SPD",NA,1,0
"464","Carl Wirths","/wiki/Carl_Wirths","FDP","39,4",1,0
"465","Otto Wittenburg","/wiki/Otto_Wittenburg","DP",NA,1,1
"466","Konrad Wittmann","/wiki/Konrad_Wittmann_(Politiker)","WAV",NA,1,0
"467","Jeanette Wolff","/wiki/Jeanette_Wolff","SPD",NA,1,0
"468","Ernst Woltje","/wiki/Ernst_Woltje","DP",NA,1,0
"469","Max Wönner","/wiki/Max_W%C3%B6nner","SPD","27,7",1,0
"470","Franz-Josef Wuermeling","/wiki/Franz-Josef_Wuermeling","CDU","53,6",1,0
"471","Walter Zawadil","/wiki/Walter_Zawadil","FDP",NA,1,0
"472","Franz Ziegler","/wiki/Franz_Ziegler_(Politiker,_1899)","BP",NA,1,0
"473","Georg-August Zinn","/wiki/Georg-August_Zinn","SPD","42,3",1,0
"474","Ernst Zühlke","/wiki/Ernst_Z%C3%BChlke","SPD","35,7",1,0
"475","Annemarie Ackermann","/wiki/Annemarie_Ackermann","CDU",NA,2,0
"476","Konrad Adenauer","/wiki/Konrad_Adenauer","CDU","68,8",2,0
"477","Johannes Albers","/wiki/Johannes_Albers","CDU","50,1",2,0
"478","Luise Albertz","/wiki/Luise_Albertz","SPD",NA,2,0
"479","Ernst Albrecht","/wiki/Ernst_Albrecht_(Politiker,_28._Juli_1914)","CDU",NA,2,0
"480","Lisa Albrecht","/wiki/Lisa_Albrecht","SPD",NA,2,0
"481","Jakob Altmaier","/wiki/Jakob_Altmaier","SPD","35,6",2,0
"482","Josef Arndgen","/wiki/Josef_Arndgen","CDU","48,5",2,0
"483","Adolf Arndt","/wiki/Adolf_Arndt","SPD","35,0",2,0
"484","Otto Arnholz","/wiki/Otto_Arnholz","SPD","37,1",2,0
"485","Karl Atzenroth","/wiki/Karl_Atzenroth","FDP",NA,2,0
"486","Fritz Baade","/wiki/Fritz_Baade","SPD",NA,2,0
"487","Fritz Baier","/wiki/Fritz_Baier","CDU",NA,2,1
"488","Hans Bals","/wiki/Hans_Bals","SPD",NA,2,0
"489","Wilhelm Banse","/wiki/Wilhelm_Banse","SPD","40,0",2,0
"490","Heinrich Barlage","/wiki/Heinrich_Barlage","CDU","67,1",2,0
"491","Siegfried Bärsch","/wiki/Siegfried_B%C3%A4rsch","SPD","45,2",2,0
"492","Walter Bartram","/wiki/Walter_Bartram","CDU","51,7",2,1
"493","Hannsheinz Bauer","/wiki/Hannsheinz_Bauer","SPD",NA,2,0
"494","Josef Bauer","/wiki/Josef_Bauer_(Politiker,_1915)","CSU","45,8",2,1
"495","Friedrich Bauereisen","/wiki/Friedrich_Bauereisen","CSU","51,1",2,0
"496","Bernhard Bauknecht","/wiki/Bernhard_Bauknecht","CDU","79,1",2,0
"497","Valentin Baur","/wiki/Valentin_Baur","SPD",NA,2,0
"498","Paul Bausch","/wiki/Paul_Bausch","CDU","45,6",2,0
"499","Helmut Bazille","/wiki/Helmut_Bazille","SPD",NA,2,0
"500","Fritz Becker","/wiki/Fritz_Becker_(Politiker)","DP","47,7",2,0
"501","Josef Becker","/wiki/Josef_Becker_(Politiker,_1905)","CDU","49,0",2,0
"502","Max Becker","/wiki/Max_Becker_(Politiker)","FDP",NA,2,0
"503","Arno Behrisch","/wiki/Arno_Behrisch","SPD",NA,2,0
"504","Reinhold F. Bender","/wiki/Reinhold_F._Bender","GB/BHE",NA,2,0
"505","Franziska Bennemann","/wiki/Franziska_Bennemann","SPD",NA,2,0
"506","Fritz Berendsen","/wiki/Fritz_Berendsen","CDU","50,1",2,0
"507","Hermann Berg","/wiki/Hermann_Berg_(Politiker)","FDP",NA,2,1
"508","Karl Bergmann","/wiki/Karl_Bergmann_(Politiker)","SPD","47,6",2,0
"509","Bernhard Bergmeyer","/wiki/Bernhard_Bergmeyer","CDU",NA,2,0
"510","August Berlin","/wiki/August_Berlin_(Politiker)","SPD","39,0",2,0
"511","Emil Bettgenhäuser","/wiki/Emil_Bettgenh%C3%A4user","SPD",NA,2,0
"512","Lucie Beyer","/wiki/Lucie_Beyer","SPD",NA,2,0
"513","Willi Birkelbach","/wiki/Willi_Birkelbach","SPD",NA,2,0
"514","Otto Fürst von Bismarck","/wiki/Otto_F%C3%BCrst_von_Bismarck","CDU","48,0",2,1
"515","Peter Blachstein","/wiki/Peter_Blachstein","SPD",NA,2,0
"516","Martin Blank","/wiki/Martin_Blank","FDP",NA,2,0
"517","Theodor Blank","/wiki/Theodor_Blank","CDU","75,0",2,0
"518","Paul Bleiß","/wiki/Paul_Blei%C3%9F","SPD","40,4",2,0
"519","Hildegard Bleyler","/wiki/Hildegard_Bleyler","CDU",NA,2,0
"520","Hans Blöcker","/wiki/Hans_Bl%C3%B6cker","CDU",NA,2,0
"521","Franz Blücher","/wiki/Franz_Bl%C3%BCcher","FDP",NA,2,0
"522","Paul Bock","/wiki/Paul_Bock","CDU","42,3",2,0
"523","Ernst von Bodelschwingh","/wiki/Ernst_von_Bodelschwingh_(Politiker)","CDU","43,7",2,0
"524","Franz Böhm","/wiki/Franz_B%C3%B6hm_(Wirtschaftswissenschaftler)","CDU","37,0",2,0
"525","Johannes Böhm","/wiki/Johannes_B%C3%B6hm_(Politiker)","SPD",NA,2,0
"526","Franz Böhner","/wiki/Franz_B%C3%B6hner","Zentrum",NA,2,0
"527","Peter Wilhelm Brand","/wiki/Peter_Wilhelm_Brand","CDU","51,9",2,0
"528","Willy Brandt","/wiki/Willy_Brandt","SPD",NA,2,0
"529","Aenne Brauksiepe","/wiki/Aenne_Brauksiepe","CDU","53,5",2,0
"530","Josef Brenner","/wiki/Josef_Brenner_(Politiker,_1899)","CDU",NA,2,0
"531","Heinrich von Brentano","/wiki/Heinrich_von_Brentano","CDU","44,9",2,0
"532","Wilhelm Brese","/wiki/Wilhelm_Brese","CDU",NA,2,1
"533","Johannes Brockmann","/wiki/Johannes_Brockmann","Zentrum","47,2",2,0
"534","Else Brökelschen","/wiki/Else_Br%C3%B6kelschen","CDU",NA,2,0
"535","Josef Brönner","/wiki/Josef_Br%C3%B6nner","CDU","49,3",2,0
"536","Walter Brookmann","/wiki/Walter_Brookmann","CDU","55,6",2,0
"537","Valentin Brück","/wiki/Valentin_Br%C3%BCck","CDU",NA,2,0
"538","Ernst-Christoph Brühler","/wiki/Ernst-Christoph_Br%C3%BChler","DP",NA,2,0
"539","August Bruse","/wiki/August_Bruse","SPD",NA,2,0
"540","Gerd Bucerius","/wiki/Gerd_Bucerius","CDU","52,9",2,0
"541","Ewald Bucher","/wiki/Ewald_Bucher","FDP",NA,2,1
"542","Karl von Buchka","/wiki/Karl_von_Buchka_(Politiker)","CDU",NA,2,1
"543","Dietrich Bürkel","/wiki/Dietrich_B%C3%BCrkel","CDU",NA,2,0
"544","Alfred Burgemeister","/wiki/Alfred_Burgemeister","CDU","36,9",2,0
"545","Johannes Caspers","/wiki/Johannes_Caspers","CDU","49,9",2,0
"546","Adolf Cillien","/wiki/Adolf_Cillien","CDU","45,7",2,0
"547","Hermann Conring","/wiki/Hermann_Conring_(Politiker)","CDU","56,4",2,1
"548","Fritz Corterier","/wiki/Fritz_Corterier","SPD",NA,2,0
"549","Herbert Czaja","/wiki/Herbert_Czaja","CDU",NA,2,0
"550","Fritz Czermak","/wiki/Fritz_Czermak","GB/BHE",NA,2,0
"551","Otto Dannebom","/wiki/Otto_Dannebom","SPD","47,3",2,0
"552","Robert Dannemann","/wiki/Robert_Dannemann","FDP","56,5",2,1
"553","Robert Daum","/wiki/Robert_Daum","SPD",NA,2,0
"554","Thomas Dehler","/wiki/Thomas_Dehler","FDP",NA,2,0
"555","Heinrich Deist","/wiki/Heinrich_Deist","SPD",NA,2,1
"556","Hans Demmelmeier","/wiki/Hans_Demmelmeier","CSU","49,0",2,0
"557","Georg Dewald","/wiki/Georg_Dewald","SPD",NA,2,0
"558","Karl Diedrichsen","/wiki/Karl_Diedrichsen","CDU","47,0",2,0
"559","Bruno Diekmann","/wiki/Bruno_Diekmann","SPD",NA,2,0
"560","Anton Diel","/wiki/Anton_Diel","SPD",NA,2,0
"561","Maria Dietz","/wiki/Maria_Dietz","CDU",NA,2,0
"562","Stefan Dittrich","/wiki/Stefan_Dittrich","CSU","48,1",2,0
"563","Clara Döhring","/wiki/Clara_D%C3%B6hring","SPD",NA,2,0
"564","Werner Dollinger","/wiki/Werner_Dollinger","CSU","42,7",2,0
"565","Anton Donhauser","/wiki/Anton_Donhauser","CSU","64,5",2,0
"566","Wilhelm Dopatka","/wiki/Wilhelm_Dopatka","SPD",NA,2,0
"567","Walter Drechsel","/wiki/Walter_Drechsel","FDP","54,3",2,0
"568","August Dresbach","/wiki/August_Dresbach","CDU","43,6",2,0
"569","Anton Eberhard","/wiki/Anton_Eberhard","FDP",NA,2,0
"570","Walter Eckhardt","/wiki/Walter_Eckhardt","GB/BHE",NA,2,1
"571","Heinrich Eckstein","/wiki/Heinrich_Eckstein","CDU","65,1",2,0
"572","Hermann Ehlers","/wiki/Hermann_Ehlers","CDU","53,8",2,0
"573","Hermann Ehren","/wiki/Hermann_Ehren","CDU",NA,2,0
"574","Rudolf Eickhoff","/wiki/Rudolf_Eickhoff","DP","26,7",2,0
"575","Alexander Elbrächter","/wiki/Alexander_Elbr%C3%A4chter","DP","42,3",2,0
"576","Martin Elsner","/wiki/Martin_Elsner","GB/BHE",NA,2,1
"577","Hans Egon Engell","/wiki/Hans_Egon_Engell","GB/BHE",NA,2,1
"578","Ernst Engelbrecht-Greve","/wiki/Ernst_Engelbrecht-Greve","CDU","38,4",2,1
"579","Ludwig Erhard","/wiki/Ludwig_Erhard","CDU","60,6",2,0
"580","Fritz Erler","/wiki/Fritz_Erler","SPD",NA,2,0
"581","Fritz Eschmann","/wiki/Fritz_Eschmann","SPD",NA,2,0
"582","Peter Etzenbach","/wiki/Peter_Etzenbach","CDU","64,8",2,0
"583","August-Martin Euler","/wiki/August-Martin_Euler","FDP","42,8",2,0
"584","Johannes Even","/wiki/Johannes_Even","CDU","56,3",2,0
"585","Walter Faller","/wiki/Walter_Faller","SPD",NA,2,0
"586","Oskar Farny","/wiki/Oskar_Farny","CDU",NA,2,0
"587","Heinrich Fassbender","/wiki/Heinrich_Fassbender","FDP","52,5",2,1
"588","Aloys Feldmann","/wiki/Aloys_Feldmann","CDU","66,5",2,0
"589","Erwin Feller","/wiki/Erwin_Feller","GB/BHE",NA,2,0
"590","Eduard Fiedler","/wiki/Eduard_Fiedler","GB/BHE",NA,2,1
"591","Eva Gräfin Finck von Finckenstein","/wiki/Eva_Gr%C3%A4fin_Finck_von_Finckenstein","GB/BHE",NA,2,0
"592","Hermann Finckh","/wiki/Hermann_Finckh","CDU","46,6",2,0
"593","Erni Finselberger","/wiki/Erni_Finselberger","GB/BHE",NA,2,0
"594","Egon Franke","/wiki/Egon_Franke","SPD","38,8",2,0
"595","Ludwig Franz","/wiki/Ludwig_Franz","CSU","41,9",2,0
"596","Jakob Franzen","/wiki/Jakob_Franzen","CDU",NA,2,0
"597","Heinz Frehsee","/wiki/Heinz_Frehsee","SPD",NA,2,0
"598","Rudolf Freidhof","/wiki/Rudolf_Freidhof","SPD","39,9",2,0
"599","Alfred Frenzel","/wiki/Alfred_Frenzel","SPD",NA,2,0
"600","Ferdinand Friedensburg","/wiki/Ferdinand_Friedensburg_(Politiker,_1886)","CDU",NA,2,0
"601","Hermann Friese","/wiki/Hermann_Friese_(Politiker)","CDU",NA,2,0
"602","Lotte Friese-Korn","/wiki/Lotte_Friese-Korn","FDP",NA,2,0
"603","Konrad Frühwald","/wiki/Konrad_Fr%C3%BChwald_(Politiker,_1890)","FDP",NA,2,0
"604","Gustav Fuchs","/wiki/Gustav_Fuchs_(Politiker)","CSU","57,9",2,0
"605","Friedrich Funk","/wiki/Friedrich_Funk_(Politiker,_1900)","CSU","56,3",2,0
"606","Hans Furler","/wiki/Hans_Furler","CDU",NA,2,1
"607","Elisabeth Ganswindt","/wiki/Elisabeth_Ganswindt","CDU",NA,2,0
"608","Mathilde Gantenberg","/wiki/Mathilde_Gantenberg","CDU",NA,2,0
"609","Karl Gaul","/wiki/Karl_Gaul","FDP",NA,2,0
"610","Gustav-Adolf Gedat","/wiki/Gustav-Adolf_Gedat","CDU","51,8",2,0
"611","Wilhelm Gefeller","/wiki/Wilhelm_Gefeller","SPD",NA,2,0
"612","Hans Geiger","/wiki/Hans_Geiger_(Politiker)","SPD",NA,2,0
"613","Hugo Geiger","/wiki/Hugo_Geiger","CSU","54,7",2,0
"614","Ingeborg Geisendörfer","/wiki/Ingeborg_Geisend%C3%B6rfer","CSU",NA,2,0
"615","Heinz Gemein","/wiki/Heinz_Gemein","GB/BHE",NA,2,1
"616","Karl Gengler","/wiki/Karl_Gengler","CDU","56,6",2,0
"617","Robert Geritzmann","/wiki/Robert_Geritzmann","SPD","43,5",2,0
"618","Heinrich Gerns","/wiki/Heinrich_Gerns","CDU","54,7",2,0
"619","Eugen Gerstenmaier","/wiki/Eugen_Gerstenmaier","CDU","41,2",2,0
"620","Paul Gibbert","/wiki/Paul_Gibbert","CDU","67,2",2,0
"621","Christian Giencke","/wiki/Christian_Giencke","CDU","46,7",2,0
"622","Alfred Gille","/wiki/Alfred_Gille","GB/BHE",NA,2,1
"623","Heinrich Glasmeyer","/wiki/Heinrich_Glasmeyer","CDU",NA,2,0
"624","Alfred Gleisner","/wiki/Alfred_Gleisner","SPD",NA,2,0
"625","Franz Gleissner","/wiki/Franz_Gleissner","CSU","47,0",2,0
"626","Hermann Glüsing","/wiki/Hermann_Gl%C3%BCsing","CDU","53,2",2,1
"627","Josef Gockeln","/wiki/Josef_Gockeln","CDU","58,0",2,0
"628","Wilhelm Goldhagen","/wiki/Wilhelm_Goldhagen","CDU","38,9",2,0
"629","Hubertus von Golitschek","/wiki/Hubertus_von_Golitschek","FDP",NA,2,0
"630","Wilhelm Gontrum","/wiki/Wilhelm_Gontrum","CDU",NA,2,0
"631","Robert Görlinger","/wiki/Robert_G%C3%B6rlinger","SPD",NA,2,0
"632","Hermann Götz","/wiki/Hermann_G%C3%B6tz_(Politiker,_1914)","CDU",NA,2,0
"633","Carlo Graaff","/wiki/Carlo_Graaff","FDP",NA,2,0
"634","Benno Graf","/wiki/Benno_Graf","CSU","47,3",2,0
"635","Fritz Grantze","/wiki/Fritz_Grantze","CDU",NA,2,0
"636","Otto Heinrich Greve","/wiki/Otto_Heinrich_Greve","SPD","35,6",2,0
"637","Hans Griem","/wiki/Hans_Griem_(Politiker)","CDU","49,2",2,0
"638","Josef Grunner","/wiki/Josef_Grunner","SPD",NA,2,0
"639","Wilhelm Gülich","/wiki/Wilhelm_G%C3%BClich","SPD",NA,2,0
"640","Otto Gumrum","/wiki/Otto_Gumrum","CSU","47,2",2,0
"641","Bernhard Günther","/wiki/Bernhard_G%C3%BCnther_(Politiker)","CDU","69,3",2,0
"642","Horst Haasler","/wiki/Horst_Haasler","GB/BHE",NA,2,0
"643","Karl Hahn","/wiki/Karl_Hahn_(Politiker,_1901)","CDU",NA,2,0
"644","Richard Hammer","/wiki/Richard_Hammer_(Politiker)","FDP",NA,2,0
"645","Werner Hansen","/wiki/Werner_Hansen","SPD",NA,2,0
"646","Hermann Hansing","/wiki/Hermann_Hansing","SPD","33,8",2,0
"647","Johann Harnischfeger","/wiki/Johann_Harnischfeger","CDU","46,7",2,0
"648","Kai-Uwe von Hassel","/wiki/Kai-Uwe_von_Hassel","CDU","51,4",2,0
"649","Herbert Hauffe","/wiki/Herbert_Hauffe","SPD","40,0",2,0
"650","Erwin Häussler","/wiki/Erwin_H%C3%A4ussler","CDU","33,3",2,0
"651","Johann Karl Heide","/wiki/Johann_Karl_Heide","SPD",NA,2,0
"652","Rudolf-Ernst Heiland","/wiki/Rudolf-Ernst_Heiland","SPD",NA,2,0
"653","Fritz Heinrich","/wiki/Fritz_Heinrich","SPD",NA,2,0
